H,H,H,H,H,H,H,H,H,H
H,H,H,H,H,H,H,H,H,D
H,H,H,H,H,H,H,H,H,H
H,H,H,H,H,H,H,H,H,H
H,H,H,H,H,H,H,H,H,H
H,H,H,H,H,H,H,H,H,D
H,H,H,H,H,H,H,H,H,H
H,H,H,H,H,H,H,H,H,H
H,D,D,H,D,H,H,H,H,H
S,H,H,H,H,H,H,H,H,H
S,S,H,H,H,H,H,H,H,H
S,S,S,S,H,H,H,H,H,S
S,S,S,S,S,S,S,S,S,S
S,S,S,S,S,S,S,S,S,S
S,S,S,S,S,S,S,S,S,S
S,S,S,S,S,S,S,S,S,S
S,S,S,S,S,S,S,S,S,S
H,H,H,H,H,H,H,H,H,H
H,H,H,H,H,H,H,H,H,H
H,H,H,H,H,H,H,H,S,D
H,H,H,H,H,H,H,H,S,D
H,H,H,H,H,H,H,H,H,H
H,H,H,H,H,H,H,H,S,D
H,H,H,H,H,H,H,H,D,S
H,H,H,H,H,H,H,H,S,S
H,H,H,H,H,H,H,H,S,S
H,H,H,H,H,H,H,H,H,H
P,P,P,P,P,P,P,P,P,P
S,D,S,S,S,P,S,P,H,H
S,S,S,S,P,P,P,S,H,S
S,S,S,S,S,H,H,D,H,S
S,S,S,S,S,S,H,H,H,S
S,S,S,S,S,S,S,S,H,S
S,S,S,S,S,S,S,S,H,S
S,S,S,S,S,S,S,S,H,S
S,S,S,S,S,S,S,S,S,S
S,S,S,S,S,S,S,S,S,S
